percentile,word,translation
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
22,rire,[chortle;have fun;kidding;laugh;laughter;rib;scream]
0,:,:
0,"
","
"
0,"
","
"
0,  ,  
4,Mais,[although;but;only;probably;yet]
0, , 
6,où,[or;that;where;whereabouts;wherein;whither]
0, , 
9,veux,[choose;desire;intend;require;suggest;take;want;will;wish]
0, , 
4,tu,[thou;you]
0, , 
2,qu',[how;than;that;what;whether;which;whom]
3,il,[he;it]
0, , 
34,aille,[be;come;do;go;proceed;repair;strike off;travel]
0,!,!
0,"
","
"
0,"
","
"
0,  ,  
4,N',[born;not]
13,importe,[imported]
0, , 
6,où,[or;that;where;whereabouts;wherein;whither]
0,.,.
0, , 
9,Droit,[due;duty;fee;law;right;righteous;single-breasted;straight;title;upright;upstanding]
0, , 
10,devant,[ahead;before;fore;front;head-on;in front;past;vamp;vis-a-vis]
0, , 
6,lui,[he;her;him;it]
0,...,...
0,"
","
"
0,"
","
"
6,Alors,[here;so;then;yet]
0, , 
1,le,[him;it;the]
0, , 
8,petit,[child;diminutive;little;petty;quiet;remote;short;small;toy;whelp]
0, , 
21,prince,[prince]
0, , 
87,remarqua,[animadvert;behold;mark again;mind;note;noted;notice;observe;perceive;remark;spy;take notice]
0, , 
48,gravement,[badly;gravely;seriously;severely;sorely]
0,:,:
0,"
","
"
0,"
","
"
0,  ,  
4,Ça,[id;it;that]
0, , 
4,ne,[born;not]
0, , 
5,fait,[do;event;fact;occurrence;phenomenon;ripe]
0, , 
7,rien,[anything;naught;nil;nix;nothing;nothingness;zilch]
0,",",","
0, , 
3,c',[it;that;this]
2,est,[east;eastern;is]
0, , 
13,tellement,[so;such]
0, , 
8,petit,[child;diminutive;little;petty;quiet;remote;short;small;toy;whelp]
0,",",","
0, , 
7,chez,[among;amongst;at the house of;in;to]
0, , 
6,moi,[ego;i;me;us]
0,!,!
0,"
","
"
0,"
","
"
1,Et,[and]
0,",",","
0, , 
4,avec,[along;along with;to;together with;with]
0, , 
2,un,[a;an;one]
0, , 
6,peu,[bit;few;little;no;not much;not very;sparsely]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
69,mélancolie,[gloom;gloominess;melancholia;melancholy;sadness;spleen;wistfulness]
0,",",","
0, , 
6,peut,[can;may]
0, , 
5,être,[be;exist]
0,",",","
0, , 
3,il,[he;it]
0, , 
81,ajouta,[add;added;affix;append;reckon up;subjoin;supplement;tag;write in]
0,:,:
0,"
","
"
0,"
","
"
0,  ,  
9,Droit,[due;duty;fee;law;right;righteous;single-breasted;straight;title;upright;upstanding]
0, , 
10,devant,[ahead;before;fore;front;head-on;in front;past;vamp;vis-a-vis]
0, , 
20,soi,[self]
0, , 
4,on,[they;we;you]
0, , 
4,ne,[born;not]
0, , 
6,peut,[can;may]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0, , 
9,aller,[be;come;do;go;proceed;repair;strike off;travel]
0, , 
5,bien,[all right;alright;decent;gold;good;greatly;kindly;nice;nicely;ok;okay;okey;possession;right;rightly;very;welfare;well;well-being]
0, , 
11,loin,[far]
0,...,...
0,"
","
"
0,"
","
"
28,CHAPITRE,[chapter]
0, , 
30,IV,[iv]
0,"
","
"
0,"
","
"
3,J',[i]
10,avais,[get;had;have;hold;own;possess;stock]
0, , 
7,ainsi,[as;so;thereby;thus]
0, , 
21,appris,[learned]
0, , 
2,une,[a;an;one]
0, , 
16,seconde,[second]
0, , 
8,chose,[object;stuff;thing]
0, , 
6,très,[greatly;highly;much;very]
0, , 
19,importante,[big;consequential;considerable;great;high;important;in the first flight;leading;main;major;material;momentous;prominent;serious;significant;substantial;upfront;weighty]
0,:,:
0, , 
3,C',[it;that;this]
2,est,[east;eastern;is]
0, , 
2,que,[how;than;that;what;whether;which;whom]
0, , 
5,sa,[her;his;its]
0, , 
23,planète,[planet]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
15,origine,[descent;fountainhead;genesis;origin;parent;parentage;rise;root;source;strain]
0, , 
5,était,[be;exist;was]
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
13,peine,[sadness]
0, , 
4,plus,[any;further;more;most;plus]
0, , 
9,grande,[big;broad;full grown;good;goodly;great;high;large;loud;noble;roomy;spacious;substantial;tall;wide]
0, , 
2,qu',[how;than;that;what;whether;which;whom]
2,une,[a;an;one]
0, , 
10,maison,[domicile;dwelling;home;house;place;tenement]
0,!,!
0,"
","
"
0,"
","
"
4,Ça,[id;it;that]
0, , 
4,ne,[born;not]
0, , 
18,pouvait,[can;could;may]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0, , 
5,m',[me;myself]
52,étonner,[amaze;astonish;astound;startle;surprise;wonder]
0, , 
8,beaucoup,[a great deal;a great many;a lot;far;many;much;plenty;so much;widely]
0,.,.
0, , 
3,Je,[i]
0, , 
25,savais,[be aware;figure out;ken;knew;know;realize;see;sort out]
0, , 
5,bien,[all right;alright;decent;gold;good;greatly;kindly;nice;nicely;ok;okay;okey;possession;right;rightly;very;welfare;well;well-being]
0, , 
2,qu',[how;than;that;what;whether;which;whom]
2,en,[at;during;in;into;of;thereof;to]
0, , 
18,dehors,[abroad;on the outside;out;outdoors;outside]
0, , 
2,des,[from;of the]
0, , 
28,grosses,[big;boor;bulky;chubby;churl;coarse;colossus;fat;fat man;full;great;heavy;hefty;heroic;husky;large;rich man;smart;stout;strong;thick;wholesale business]
0, , 
49,planètes,[planets]
0, , 
5,comme,[as;as though;like;like that;like this;per;since;such as]
0, , 
1,la,[a;her;it;la;lah;the;there]
0, , 
12,Terre,[earth]
0,",",","
0, , 
52,Jupiter,[jove;jupiter]
0,",",","
0, , 
13,Mars,[march]
0,",",","
0, , 
57,Vénus,[venus;venus shell]
0,",",","
0, , 
42,auxquelles,[to which]
0, , 
4,on,[they;we;you]
0, , 
2,a,[at;by;in;to;upon;with]
0, , 
12,donné,[gifted;given]
0, , 
2,des,[from;of the]
0, , 
22,noms,[name;noun;nouns]
0,",",","
0, , 
3,il,[he;it]
0, , 
4,y,[y]
0, , 
2,en,[at;during;in;into;of;thereof;to]
0, , 
2,a,[at;by;in;to;upon;with]
0, , 
2,des,[from;of the]
0, , 
28,centaines,[hundreds]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
6,autres,[other;others;remainder]
0, , 
3,qui,[that;which;who;whom]
0, , 
5,sont,[are;be;exist]
0, , 
9,quelque,[a few;about;some]
0, , 
7,fois,[time;times]
0, , 
5,si,[as;b;if;si;so;such;that;whether]
0, , 
18,petites,[child;diminutive;little;petty;quiet;remote;short;small;toy;whelp]
0, , 
2,qu',[how;than;that;what;whether;which;whom]
4,on,[they;we;you]
0, , 
2,a,[at;by;in;to;upon;with]
0, , 
8,beaucoup,[a great deal;a great many;a lot;far;many;much;plenty;so much;widely]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
8,mal,[ache;amiss;difficulty;disease;evil;harm;hurt;ill;illness;malady;pain;pains;trouble;untimely;wrong;wrongdoing]
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
1,les,[the;them]
0, , 
55,apercevoir,[behold;catch sight of;descry;glimpse;perceive;see;sight;spy;to notice]
0, , 
3,au,[at]
0, , 
71,télescope,[scope;telescope]
0,.,.
0, , 
6,Quand,[when;whenever;wherever]
0, , 
2,un,[a;an;one]
0, , 
78,astronome,[astronomer]
0, , 
30,découvre,[bare;come at;detect;discover;experience;ferret;ferret out secrets;find;find out;get wind of;glean;nose out a secret;open;pick up;puzzle out;rumble;rummage;search out;see;smell out;spot;strike;uncover;understand;unearth]
0, , 
1,l',[him;it;the]
2,une,[a;an;one]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
8,elles,[them;they;those]
0,",",","
0, , 
3,il,[he;it]
0, , 
6,lui,[he;her;him;it]
0, , 
11,donne,[given]
0, , 
3,pour,[for;of;to;toward;towards]
0, , 
9,nom,[name;noun]
0, , 
2,un,[a;an;one]
0, , 
30,zéro,[cipher;cypher;naught;nil;nobody;nothing;nought;zero;zilch]
0,.,.
0, , 
3,Il,[he;it]
0, , 
1,l',[him;it;the]
15,appelle,[appeal;beckon;call;call down;call for;cry;designate;draft;hoot at;name;page;sing;style;summon;term;title]
0, , 
3,par,[by;on;out of;par;per;through;to;via]
0, , 
11,exemple,[epitome;example;exemplar;foretype;instance;model;pattern;sample;specimen;type;word]
0,:,:
0, , 
0,"""",""""
1,l',[him;it;the]
77,astéroïde,[asteroid]
0, , 
0,3251,3251
0,.,.
0,"""",""""
0,"
","
"
0,"
","
"
3,J',[i]
4,ai,[get;have;hold;own;possess;stock]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
47,sérieuses,[bad;businesslike;dead earnest;dependable;earnest;grave;grievous;reliable;responsible;serious;sober;solemn;solid;steady;straight;studious;thoughtful;trustworthy;up-market]
0, , 
20,raisons,[cause;ground;justification;mind;motive;purpose;ratio;reason;reasons;score;senses;why]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
14,croire,[believe;calculate;conceive;consider;deem;feel;guess;imagine;reckon;suppose;think;trustee]
0, , 
2,que,[how;than;that;what;whether;which;whom]
0, , 
1,la,[a;her;it;la;lah;the;there]
0, , 
23,planète,[planet]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
4,ou,[or;that;where;whereabouts;wherein;whither]
0, , 
28,venait,[be;came;come;reach]
0, , 
1,le,[him;it;the]
0, , 
8,petit,[child;diminutive;little;petty;quiet;remote;short;small;toy;whelp]
0, , 
21,prince,[prince]
0, , 
2,est,[east;eastern;is]
0, , 
1,l',[him;it;the]
77,astéroïde,[asteroid]
0, , 
15,B,[b]
0, , 
0,612,612
0,.,.
0,"
","
"
0,"
","
"
8,Cet,[that;this]
0, , 
77,astéroïde,[asteroid]
0, , 
4,n',[born;not]
2,a,[at;by;in;to;upon;with]
0, , 
5,été,[summer;summertime]
0, , 
40,aperçu,[insight;sketch;survey]
0, , 
2,qu',[how;than;that;what;whether;which;whom]
2,une,[a;an;one]
0, , 
7,fois,[time;times]
0, , 
3,au,[at]
0, , 
71,télescope,[scope;telescope]
0,",",","
0, , 
2,en,[at;during;in;into;of;thereof;to]
0, , 
0,1909,1909
0,",",","
0, , 
3,par,[by;on;out of;par;per;through;to;via]
0, , 
2,un,[a;an;one]
0, , 
78,astronome,[astronomer]
0, , 
43,turc,[turkish]
0,.,.
0,"
","
"
0,"
","
"
3,Il,[he;it]
0, , 
6,avait,[get;had;have;hold;own;possess;stock]
0, , 
5,fait,[do;event;fact;occurrence;phenomenon;ripe]
0, , 
6,alors,[here;so;then;yet]
0, , 
2,une,[a;an;one]
0, , 
9,grande,[big;broad;full grown;good;goodly;great;high;large;loud;noble;roomy;spacious;substantial;tall;wide]
0, , 
40,démonstration,[demonstration;display;exhibit;march;object lesson;proof]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
5,sa,[her;his;its]
0, , 
23,découverte,[background;detection;discovery;exploration;exposure;find;strike]
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
2,un,[a;an;one]
0, , 
26,Congrès,[conference;congress;consultation;convention]
0, , 
18,International,[international;long-distance]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
62,Astronomie,[astronomy]
0,.,.
0,"
","
"
0,"
","
"
4,Mais,[although;but;only;probably;yet]
0, , 
8,personne,[anybody;anyone;man;no one;nobody;none;person;personage;self]
0, , 
4,ne,[born;not]
0, , 
1,l',[him;it;the]
6,avait,[get;had;have;hold;own;possess;stock]
0, , 
21,cru,[believed;blunt;crude;garish;rare;raw;recruit;uncooked;vineyard;vintage]
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
11,cause,[cause]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
4,son,[her;his;its;noise;ring;sound;sounding;tone]
0, , 
39,costume,[costume;garb;habit;suit]
0,.,.
0, , 
1,Les,[the;them]
0, , 
15,grandes,[large;seniors]
0, , 
9,personnes,[people]
0, , 
5,sont,[are;be;exist]
0, , 
5,comme,[as;as though;like;like that;like this;per;since;such as]
0, , 
4,ça,[id;it;that]
0,.,.
0,"
","
"
0,"
","
"
25,Heureusement,[fortunately;happily;luckily;thankfully]
0,",",","
0, , 
3,pour,[for;of;to;toward;towards]
0, , 
1,la,[a;her;it;la;lah;the;there]
0, , 
30,réputation,[celebrity;credit;fame;good name;name;report;reputability;reputation;repute;standing]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
1,l',[him;it;the]
77,astéroïde,[asteroid]
0, , 
15,B,[b]
0, , 
0,612,612
0, , 
2,un,[a;an;one]
0, , 
56,dictateur,[dictator]
0, , 
43,turc,[turkish]
0, , 
91,imposa,[assess;commit;dictate;direct;enforce;enjoin;force;impel;impose;imposed;levy;obtrude;obtrude on;place;push;set;tax]
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
4,son,[her;his;its;noise;ring;sound;sounding;tone]
0, , 
17,peuple,[people]
0,",",","
0, , 
7,sous,[below;beneath;cash;under;underneath;within]
0, , 
13,peine,[sadness]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
9,mort,[casualty;dead;dead man;demise;died;doom;dummy;dying;exit;extinct;fate;gone;passing;quietus]
0,",",","
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
4,s',[herself;himself;se;themselves;as;b;if;si;so;such;that;whether]
47,habiller,[clean and truss;cloth;dress;rig out]
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
1,l',[him;it;the]
19,Européenne,[european]
0,.,.
0, , 
1,L',[him;it;the]
78,astronome,[astronomer]
0, , 
100,refit,[refit]
0, , 
4,se,[herself;himself;se;themselves;as;b;if;si;so;such;that;whether]
0, , 
40,démonstration,[demonstration;display;exhibit;march;object lesson;proof]
0, , 
2,en,[at;during;in;into;of;thereof;to]
0, , 
0,1920,1920
0,",",","
0, , 
3,dans,[aboard;along;during;in;inside;into;on;within]
0, , 
2,un,[a;an;one]
0, , 
60,habit,[costume;dress suit;garment;habit;tail coat;tails]
0, , 
6,très,[greatly;highly;much;very]
0, , 
57,élégant,[alert;beau;buck;chic;dandy;dapper;dasher;dressy;elegant;gallant;graceful;gracious;handsome;neat;smart;sophisticated;stylish;suave;tasteful;wry]
0,.,.
0, , 
1,Et,[and]
0, , 
5,cette,[that;this]
0, , 
7,fois,[time;times]
0, , 
10,ci,[this]
0, , 
5,tout,[all;all up;any;anything;entire;every;in all;most important;very;whole]
0, , 
1,le,[him;it;the]
0, , 
7,monde,[earth;kingdom;people;realm;world]
0, , 
11,fut,[barrel;bole;cask;shaft;stock;trunk;was]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
4,son,[her;his;its;noise;ring;sound;sounding;tone]
0, , 
14,avis,[notice]
0,.,.
0,"
","
"
0,"
","
"
5,Si,[as;b;if;si;so;such;that;whether]
0, , 
3,je,[i]
0, , 
4,vous,[ye;you;you-all]
0, , 
4,ai,[get;have;hold;own;possess;stock]
0, , 
40,raconté,[narrate;recount;relate;spin;tale;talk about;tell;yarn]
0, , 
6,ces,[that;these;this]
0, , 
23,détails,[details;elaborations;specifics]
0, , 
3,sur,[about;across;after;against;along;at;before;on;onto;over;to;upon;with]
0, , 
1,l',[him;it;the]
77,astéroïde,[asteroid]
0, , 
15,B,[b]
0, , 
0,612,612
0, , 
1,et,[and]
0, , 
5,si,[as;b;if;si;so;such;that;whether]
0, , 
3,je,[i]
0, , 
4,vous,[ye;you;you-all]
0, , 
4,ai,[get;have;hold;own;possess;stock]
0, , 
43,confié,[commend;confide;consign;entrust;entrusts;intrust;recommend;trust]
0, , 
4,son,[her;his;its;noise;ring;sound;sounding;tone]
0, , 
17,numéro,[number]
0,",",","
0, , 
3,c',[it;that;this]
2,est,[east;eastern;is]
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
11,cause,[cause]
0, , 
2,des,[from;of the]
0, , 
15,grandes,[large;seniors]
0, , 
9,personnes,[people]
0,.,.
0, , 
1,Les,[the;them]
0, , 
15,grandes,[large;seniors]
0, , 
9,personnes,[people]
0, , 
27,aiment,[care;cherish;engage;fancy;like;love]
0, , 
1,les,[the;them]
0, , 
22,chiffres,[figures;statistics]
0,.,.
0, , 
6,Quand,[when;whenever;wherever]
0, , 
4,vous,[ye;you;you-all]
0, , 
6,leur,[their;them]
0, , 
35,parlez,[converse;say;speak;talk;tell;tongue;voice]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
2,un,[a;an;one]
0, , 
21,nouvel,[new;young]
0, , 
15,ami,[boyfriend;chum;friend]
0,",",","
0, , 
8,elles,[them;they;those]
0, , 
4,ne,[born;not]
0, , 
4,vous,[ye;you;you-all]
0, , 
98,questionnent,[ask;question;quiz]
0, , 
7,jamais,[ever;little;ne'er;never;not at all]
0, , 
3,sur,[about;across;after;against;along;at;before;on;onto;over;to;upon;with]
0, , 
1,l',[him;it;the]
26,essentiel,[basic;basic points;burden;capital;cardinal;core;crux of the matter;essence;essential;essentials;fundamental;gist;key;main;material;necessary;nub;pivotal;substance]
0,.,.
0, , 
8,Elles,[them;they;those]
0, , 
4,ne,[born;not]
0, , 
4,vous,[ye;you;you-all]
0, , 
19,disent,[admit;bid;express;mention;put;say;speak;state;talk;tell]
0, , 
7,jamais,[ever;little;ne'er;never;not at all]
0,:,:
0, , 
0,"""",""""
11,Quel,[what;which;whichever;whoever]
0, , 
2,est,[east;eastern;is]
0, , 
1,le,[him;it;the]
0, , 
4,son,[her;his;its;noise;ring;sound;sounding;tone]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
5,sa,[her;his;its]
0, , 
13,voix,[call;poll;voice]
0,?,?
0, , 
26,Quels,[what;which;whichever]
0, , 
5,sont,[are;be;exist]
0, , 
1,les,[the;them]
0, , 
14,jeux,[acting;game;games;pack;play]
0, , 
2,qu',[how;than;that;what;whether;which;whom]
3,il,[he;it]
0, , 
22,préfère,[favorite;favourite;special]
0,?,?
0, , 
2,Est,[east;eastern;is]
0, , 
3,ce,[it;that;this]
0, , 
2,qu',[how;than;that;what;whether;which;whom]
3,il,[he;it]
0, , 
82,collectionne,[collect]
0, , 
1,les,[the;them]
0, , 
59,papillons,[butterflies;butterfly;parking ticket]
0,?,?
0,"""",""""
0, , 
8,Elles,[them;they;those]
0, , 
4,vous,[ye;you;you-all]
0, , 
33,demandent,[apply for;ask;ask for;beg;bid;call;call for;call on;charge;claim;crave;demand;desire;enquire;inquire;quest;request;require;seek;speak;want]
0,:,:
0, , 
0,"""",""""
11,Quel,[what;which;whichever;whoever]
0, , 
14,âge,[age;ages]
0, , 
2,a,[at;by;in;to;upon;with]
0, , 
5,t,[t]
0, , 
3,il,[he;it]
0,?,?
0, , 
17,Combien,[how many?;how much;how much?]
0, , 
2,a,[at;by;in;to;upon;with]
0, , 
5,t,[t]
0, , 
3,il,[he;it]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
21,frères,[brethren;brothers]
0,?,?
0, , 
17,Combien,[how many?;how much;how much?]
0, , 
44,pèse,[ponder;press;scale;think over;weigh]
0, , 
5,t,[t]
0, , 
3,il,[he;it]
0,?,?
0, , 
17,Combien,[how many?;how much;how much?]
0, , 
23,gagne,[acquire;benefit;carry;come by;come off the best;earn;eke out;gain;get;get the better of;grant;make;make profit;pick up;pull off;reap;save;score;win;win over;won]
0, , 
4,son,[her;his;its;noise;ring;sound;sounding;tone]
0, , 
11,père,[dad;father;papa;parent]
0,?,?
0,"""",""""
0, , 
6,Alors,[here;so;then;yet]
0, , 
10,seulement,[but;even;just;merely;only;solely]
0, , 
8,elles,[them;they;those]
0, , 
33,croient,[believe;calculate;conceive;consider;deem;feel;guess;imagine;reckon;suppose;think;trustee]
0, , 
1,le,[him;it;the]
0, , 
19,connaître,[be acquainted;cognize;experience;ken;know;live through;taste;to know]
0,.,.
0, , 
5,Si,[as;b;if;si;so;such;that;whether]
0, , 
4,vous,[ye;you;you-all]
0, , 
22,dites,[said;say]
0, , 
5,aux,[to]
0, , 
15,grandes,[large;seniors]
0, , 
9,personnes,[people]
0,:,:
0, , 
0,"""",""""
3,J',[i]
4,ai,[get;have;hold;own;possess;stock]
0, , 
8,vu,[got it;seen;understood]
0, , 
2,une,[a;an;one]
0, , 
12,belle,[beautiful]
0, , 
10,maison,[domicile;dwelling;home;house;place;tenement]
0, , 
2,en,[at;during;in;into;of;thereof;to]
0, , 
51,briques,[adober;brick;brick red;bricks]
0, , 
40,roses,[carnation;pink;rose;rose-colored;rose-coloured;roseate;roses]
0,",",","
0, , 
4,avec,[along;along with;to;together with;with]
0, , 
2,des,[from;of the]
0, , 
100,géraniums,[geranium]
0, , 
5,aux,[to]
0, , 
36,fenêtres,[windows]
0, , 
1,et,[and]
0, , 
2,des,[from;of the]
0, , 
70,colombes,[dove;doves]
0, , 
3,sur,[about;across;after;against;along;at;before;on;onto;over;to;upon;with]
0, , 
1,le,[him;it;the]
0, , 
33,toit,[roof;roofer top;rooftop]
0,...,...
0,"""",""""
0, , 
8,elles,[them;they;those]
0, , 
4,ne,[born;not]
0, , 
54,parviennent,[get through;reach]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
4,s',[herself;himself;se;themselves;as;b;if;si;so;such;that;whether]
29,imaginer,[conceive;dream up;image;imagine;make believe;project oneself;reckon;see;suppose;think]
0, , 
5,cette,[that;this]
0, , 
10,maison,[domicile;dwelling;home;house;place;tenement]
0,.,.
0, , 
3,Il,[he;it]
0, , 
7,faut,[fail to honor commitment;fail to keep promise;have to]
0, , 
6,leur,[their;them]
0, , 
7,dire,[admit;bid;express;mention;put;say;speak;state;talk;tell]
0,:,:
0, , 
0,"""",""""
3,J',[i]
4,ai,[get;have;hold;own;possess;stock]
0, , 
8,vu,[got it;seen;understood]
0, , 
2,une,[a;an;one]
0, , 
10,maison,[domicile;dwelling;home;house;place;tenement]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
25,cent,[cent;hundred]
0, , 
26,mille,[mile;thousand]
0, , 
34,francs,[bluff;bold;candid;direct;downright;forthright;franc;francs;frank;genuine;guileless;honest;open;open-hearted;outright;outspoken;overt;plain;plump;point blank;round;simple;simple-hearted;steady;straight;straightforward;truthful;upfront]
0,.,.
0,"""",""""
0, , 
6,Alors,[here;so;then;yet]
0, , 
8,elles,[them;they;those]
0, , 
4,s',[herself;himself;se;themselves;as;b;if;si;so;such;that;whether]
100,écrient,[write]
0,:,:
0, , 
0,"""",""""
5,Comme,[as;as though;like;like that;like this;per;since;such as]
0, , 
3,c',[it;that;this]
2,est,[east;eastern;is]
0, , 
29,joli,[attractive]
0,!,!
0,"""",""""
0,"
","
"
0,"
","
"
7,Ainsi,[as;so;thereby;thus]
0,",",","
0, , 
5,si,[as;b;if;si;so;such;that;whether]
0, , 
4,vous,[ye;you;you-all]
0, , 
6,leur,[their;them]
0, , 
22,dites,[said;say]
0,:,:
0, , 
0,"""",""""
1,La,[a;her;it;la;lah;the;there]
0, , 
18,preuve,[evidence;proof;substantiation]
0, , 
2,que,[how;than;that;what;whether;which;whom]
0, , 
1,le,[him;it;the]
0, , 
8,petit,[child;diminutive;little;petty;quiet;remote;short;small;toy;whelp]
0, , 
21,prince,[prince]
0, , 
2,a,[at;by;in;to;upon;with]
0, , 
48,existé,[be;be there;dwell;exist]
0, , 
3,c',[it;that;this]
2,est,[east;eastern;is]
0, , 
2,qu',[how;than;that;what;whether;which;whom]
3,il,[he;it]
0, , 
5,était,[be;exist;was]
0, , 
87,ravissant,[delightful;entrancing;ravishing]
0,",",","
0, , 
1,et,[and]
0, , 
2,qu',[how;than;that;what;whether;which;whom]
3,il,[he;it]
0, , 
19,voulait,[choose;desire;intend;require;suggest;take;want;wanted to;will;wish]
0, , 
2,un,[a;an;one]
0, , 
49,mouton,[beetle;fly;mutton;ram;sheep;stool pigeon;tup]
0,.,.
0, , 
6,Quand,[when;whenever;wherever]
0, , 
4,on,[they;we;you]
0, , 
9,veut,[choose;desire;intend;require;suggest;take;wanna;want;will;wish]
0, , 
2,un,[a;an;one]
0, , 
49,mouton,[beetle;fly;mutton;ram;sheep;stool pigeon;tup]
0,",",","
0, , 
3,c',[it;that;this]
2,est,[east;eastern;is]
0, , 
1,la,[a;her;it;la;lah;the;there]
0, , 
18,preuve,[evidence;proof;substantiation]
0, , 
2,qu',[how;than;that;what;whether;which;whom]
4,on,[they;we;you]
0, , 
14,existe,[be;be there;dwell;exist]
0,"""",""""
0, , 
8,elles,[them;they;those]
0, , 
100,hausseront,[will raise]
0, , 
1,les,[the;them]
0, , 
41,épaules,[shoulders]
0, , 
1,et,[and]
0, , 
4,vous,[ye;you;you-all]
0, , 
100,traiteront,[will treat]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
13,enfant,[babe;baby;bairn;brat;child;infant;juvenile;kid;little boy;little girl;young;youngster]
0,!,!
0, , 
4,Mais,[although;but;only;probably;yet]
0, , 
5,si,[as;b;if;si;so;such;that;whether]
0, , 
4,vous,[ye;you;you-all]
0, , 
6,leur,[their;them]
0, , 
22,dites,[said;say]
0,:,:
0, , 
0,"""",""""
1,La,[a;her;it;la;lah;the;there]
0, , 
23,planète,[planet]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
6,où,[or;that;where;whereabouts;wherein;whither]
0, , 
3,il,[he;it]
0, , 
28,venait,[be;came;come;reach]
0, , 
2,est,[east;eastern;is]
0, , 
1,l',[him;it;the]
77,astéroïde,[asteroid]
0, , 
15,B,[b]
0, , 
0,612,612
0,"""",""""
0, , 
6,alors,[here;so;then;yet]
0, , 
8,elles,[them;they;those]
0, , 
13,seront,[be;exist;will be]
0, , 
100,convaincues,[convinced]
0,",",","
0, , 
1,et,[and]
0, , 
8,elles,[them;they;those]
0, , 
4,vous,[ye;you;you-all]
0, , 
75,laisseront,[abandon;allow;dismiss;forget;leave;let;let go;park;put down;quit;will leave]
0, , 
27,tranquille,[calm;composed;cushy;easy;easygoing;even;laid back;leisurely;peaceful;quiescent;quiet;rested;restful;secure;serene;still;tranquil;uneventful;untroubled]
0, , 
4,avec,[along;along with;to;together with;with]
0, , 
7,leurs,[their]
0, , 
14,questions,[issue;issues;item;matter;query;question]
0,.,.
0, , 
8,Elles,[them;they;those]
0, , 
5,sont,[are;be;exist]
0, , 
5,comme,[as;as though;like;like that;like this;per;since;such as]
0, , 
4,ça,[id;it;that]
0,.,.
0, , 
3,Il,[he;it]
0, , 
4,ne,[born;not]
0, , 
7,faut,[fail to honor commitment;fail to keep promise;have to]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0, , 
6,leur,[their;them]
0, , 
2,en,[at;during;in;into;of;thereof;to]
0, , 
20,vouloir,[choose;desire;intend;require;suggest;take;to want;want;will;wish]
0,.,.
0, , 
1,Les,[the;them]
0, , 
10,enfants,[babe;baby;bairn;brat;child;children;infant;juvenile;kid;little boy;little girl;young;youngster]
0, , 
14,doivent,[have to;must;owe]
0, , 
5,être,[be;exist]
0, , 
6,très,[greatly;highly;much;very]
0, , 
100,indulgents,[fond;forgiven;forgiving;indulgent;lenient;liberal;placable;propitious;soft]
0, , 
21,envers,[back;towards]
0, , 
1,les,[the;them]
0, , 
15,grandes,[large;seniors]
0, , 
9,personnes,[people]
0,.,.
0,"
","
"
0,"
","
"
4,Mais,[although;but;only;probably;yet]
0,",",","
0, , 
5,bien,[all right;alright;decent;gold;good;greatly;kindly;nice;nicely;ok;okay;okey;possession;right;rightly;very;welfare;well;well-being]
0, , 
